brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
Porsche,Taycan Turbo,2020,18000.0,Unknown,3.5,6.0,Automatic,Silver,Black,None reported,Yes
Toyota,Sequoia Limited,2017,67000.0,E85 Flex Fuel,5.7,8.0,Automatic,Silver,Gray,None reported,Yes
Kia,K5 EX,2021,8263.0,Gasoline,1.6,4.0,Automatic,Gray,White,None reported,Yes
RAM,1500 Big Horn,2021,35003.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
Chevrolet,Corvette Base,2008,80000.0,Gasoline,6.2,8.0,Automatic,Red,Beige,None reported,Yes
Chevrolet,Corvette Stingray w/1LT,2022,6200.0,Gasoline,6.2,8.0,Other,Brown,Black,None reported,Yes
Jaguar,F-TYPE S,2014,74595.0,Gasoline,5.0,8.0,Automatic,Green,Black,At least 1 accident or damage reported,Yes
Audi,A7 3.0T Prestige,2013,87066.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Audi,Q8 3.0T Prestige,2019,38360.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Unknown
Kia,Telluride SX,2020,38000.0,Gasoline,3.8,6.0,Automatic,Green,Beige,None reported,Yes
Toyota,Camry Hybrid XLE,2018,69641.0,Hybrid,2.5,4.0,CVT,White,Black,At least 1 accident or damage reported,Yes
Toyota,GR86 Premium,2022,1275.0,Gasoline,2.4,4.0,Automatic,Blue,Black,None reported,Yes
BMW,M3 Base,2001,60000.0,Gasoline,3.2,6.0,Manual,Black,Gray,None reported,Yes
Jeep,Wrangler Rubicon,2014,99450.0,Gasoline,3.6,6.0,Manual,Gray,Black,None reported,Yes
Toyota,Tundra Hybrid Capstone,2023,200.0,Hybrid,3.4,6.0,Automatic,Blue,White,None reported,Yes
Porsche,Panamera 4 Edition,2016,68000.0,Gasoline,3.6,6.0,Other,Gray,Black,At least 1 accident or damage reported,Yes
Lexus,GS 350 Base,2010,212000.0,Gasoline,3.5,6.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
GMC,Sierra 3500 Denali,2019,73091.0,Diesel,6.6,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Kia,Niro Plug-In Hybrid EX,2023,9400.0,Plug-In Hybrid,1.6,4.0,Automatic,Black,Black,None reported,Yes
Porsche,Cayenne Base,2014,117697.0,Gasoline,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,S-Class S 65 AMG,2015,95428.0,Gasoline,6.0,12.0,Automatic,Silver,Silver,None reported,Yes
Lexus,GX 460 Premium,2017,116300.0,Gasoline,4.6,8.0,Automatic,Gray,Beige,None reported,Yes
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,56778.0,Hybrid,3.0,6.0,Automatic,Black,Black,None reported,Yes
Audi,Q5 S line Premium Plus,2023,5682.0,Hybrid,2.0,6.0,Automatic,Gray,Gray,None reported,Unknown
BMW,530 i,2017,37000.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Kia,Forte Koup EX,2015,103748.0,Gasoline,2.0,4.0,Automatic,Gray,Gray,None reported,Yes
Toyota,Sequoia Limited,2005,86000.0,Gasoline,4.7,8.0,Automatic,Silver,Other,None reported,Yes
Land,Rover LR4 HSE,2013,125900.0,Gasoline,5.0,8.0,Automatic,Black,Beige,None reported,Yes
Nissan,Titan SV,2023,6200.0,Gasoline,5.6,8.0,Automatic,Black,Gray,None reported,Yes
Ford,F-250 Lariat,2019,85000.0,Diesel,6.7,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG GT AMG GT,2017,19324.0,Gasoline,4.0,8.0,Other,Gray,Beige,None reported,Yes
Cadillac,Escalade Platinum,2018,49273.0,Gasoline,6.2,8.0,Automatic,Red,Black,None reported,Yes
Tesla,Model 3 Standard Range Plus,2019,42094.0,Unknown,3.5,6.0,Automatic,White,White,None reported,Yes
BMW,M3 Base,2017,44000.0,Gasoline,3.0,6.0,Automatic,Blue,Black,None reported,Yes
Chevrolet,Cruze LT,2012,148377.0,Gasoline,1.4,4.0,Automatic,Blue,Black,Unknown,Unknown
Dodge,Challenger SRT8,2010,70000.0,Gasoline,6.1,8.0,Manual,Orange,Black,None reported,Yes
Mercedes-Benz,Sprinter 2500,2016,143290.0,Diesel,2.1,4.0,Automatic,White,Black,None reported,Yes
Ford,F-350 Platinum,2019,69205.0,Diesel,6.7,8.0,Other,White,Black,None reported,Yes
Chevrolet,Tahoe LTZ,2015,123500.0,Gasoline,5.3,8.0,Automatic,White,Brown,None reported,Yes
Audi,Q7 3.0T Prestige,2018,70773.0,Gasoline,3.0,6.0,Automatic,White,Black,None reported,Yes
Jeep,Patriot Latitude,2015,109000.0,Gasoline,2.0,4.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
INFINITI,QX70 Base,2014,71097.0,Gasoline,3.7,6.0,Automatic,Black,Black,None reported,Yes
BMW,X5 xDrive35i,2013,76309.0,Gasoline,3.0,6.0,Automatic,Silver,Black,Unknown,Unknown
Tesla,Model 3,2018,26609.0,Unknown,3.5,6.0,Automatic,Gray,Other,None reported,Unknown
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4126.0,Hybrid,3.0,6.0,Automatic,Black,Beige,Unknown,Unknown
Nissan,240SX Base,1996,160490.0,–,3.5,6.0,Manual,Gray,Black,None reported,Yes
Cadillac,ATS 2.5L,2014,80400.0,Gasoline,2.5,4.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Toyota,RAV4 Base,2010,123620.0,Gasoline,2.5,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Acura,TSX Technology,2011,187883.0,Gasoline,2.4,4.0,Automatic,Red,Beige,None reported,Yes
Mercedes-Benz,G-Class G 550 4MATIC,2020,45000.0,Gasoline,4.0,8.0,Automatic,Black,Black,None reported,Yes
Honda,Civic Sport,2022,25420.0,Gasoline,2.0,4.0,CVT,Red,Gray,None reported,Yes
BMW,M3 Base,2011,129999.0,Gasoline,4.0,8.0,Manual,White,Black,None reported,Yes
BMW,M3 Base,2008,41048.0,Gasoline,4.0,8.0,Other,Gray,Beige,None reported,Yes
Nissan,Cube 1.8 S,2010,72500.0,Gasoline,1.8,4.0,Manual,Brown,Black,None reported,Yes
RAM,ProMaster 3500 Tradesman,2014,143390.0,Gasoline,3.6,6.0,Automatic,White,Other,None reported,Yes
Acura,RDX Base,2018,68425.0,Gasoline,3.5,6.0,Automatic,Gray,Other,At least 1 accident or damage reported,Yes
Toyota,4Runner Limited,2018,95000.0,Gasoline,4.0,6.0,Automatic,Silver,Brown,None reported,Yes
RAM,1500 Limited,2019,29000.0,Gasoline,5.7,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Base,2003,145000.0,Gasoline,5.7,8.0,Automatic,Blue,Black,None reported,Yes
Land,Rover Defender 110 SE,2020,29700.0,Hybrid,3.0,6.0,Automatic,Green,Black,Unknown,Unknown
Jeep,Grand Cherokee Laredo,2011,98658.0,Gasoline,5.7,8.0,Automatic,White,Gray,None reported,Yes
Volvo,S80 T6,2009,97615.0,Gasoline,3.0,6.0,Automatic,Black,Gray,None reported,Yes
Porsche,Cayenne S,2014,36000.0,Gasoline,4.8,8.0,Automatic,Black,Beige,None reported,Yes
Mazda,CX-30 Select,2021,61874.0,Gasoline,2.5,4.0,Automatic,Black,Black,None reported,Yes
Chrysler,Town & Country Touring,2012,74582.0,E85 Flex Fuel,3.6,6.0,Automatic,Black,Other,None reported,Yes
INFINITI,FX37 Base,2013,51500.0,Gasoline,3.7,6.0,Automatic,Gray,Black,None reported,Yes
Toyota,FJ Cruiser Base,2007,193827.0,Gasoline,4.0,6.0,Automatic,Silver,Black,None reported,Yes
Chevrolet,Silverado 1500 LT,2019,53433.0,Gasoline,5.3,8.0,Automatic,Blue,Gray,None reported,Yes
Mercedes-Benz,C-Class C 63 AMG,2012,103000.0,Gasoline,6.3,8.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
BMW,428 Gran Coupe i xDrive,2016,59000.0,Gasoline,2.0,4.0,Other,Black,Brown,At least 1 accident or damage reported,Yes
Lexus,GX 460 Premium,2017,82000.0,Gasoline,4.6,8.0,Automatic,Gray,Brown,None reported,Yes
Porsche,Panamera Edition,2016,60000.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
Cadillac,Escalade ESV Platinum,2017,93971.0,Gasoline,6.2,8.0,Automatic,White,Beige,None reported,Yes
Lexus,IS 350 Base,2015,62600.0,Gasoline,3.5,6.0,Other,Gray,Red,None reported,Yes
Mercedes-Benz,E-Class E 350 4MATIC,2014,84450.0,Gasoline,3.5,6.0,Automatic,Gray,Beige,None reported,Yes
Audi,Q5 S line Premium,2022,18099.0,Hybrid,2.0,6.0,Automatic,Gray,Gray,None reported,Unknown
Mercedes-Benz,E-Class E 350 4MATIC,2014,76500.0,Gasoline,3.5,6.0,Automatic,Silver,Black,None reported,Yes
Chevrolet,Camaro 1LT,2017,74000.0,Gasoline,2.0,4.0,Automatic,Yellow,Black,None reported,Yes
RAM,1500 Laramie,2022,15607.0,Gasoline,5.7,8.0,Automatic,Silver,Black,None reported,Unknown
Chevrolet,Silverado 1500 1LZ,2014,111095.0,E85 Flex Fuel,5.3,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Toyota,Camry Solara SLE,2007,37216.0,Gasoline,3.3,6.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Jaguar,F-TYPE S,2015,25786.0,Gasoline,3.0,6.0,Automatic,Blue,Gray,None reported,Yes
Jeep,Gladiator Sport,2021,15520.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
RAM,1500 Big Horn,2021,49583.0,Gasoline,5.7,8.0,Automatic,Silver,Black,None reported,Unknown
Porsche,Cayenne Diesel,2015,97300.0,Diesel,3.0,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Camaro Base,2002,89000.0,Gasoline,3.8,6.0,Automatic,Silver,Black,None reported,Yes
Porsche,Cayenne S,2015,52111.0,Gasoline,3.6,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Dodge,Challenger R/T Scat Pack,2019,75800.0,Gasoline,6.4,6.0,Automatic,Gray,Black,None reported,Unknown
Lexus,ES 350 Base,2010,113500.0,Gasoline,3.5,6.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Audi,Q3 2.0T Premium Plus,2015,155382.0,Gasoline,2.0,4.0,Automatic,Brown,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,E-Class E 550,2016,49643.0,Gasoline,4.7,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
BMW,650 i xDrive,2015,76474.0,Gasoline,4.4,8.0,Other,White,Black,None reported,Yes
Porsche,Cayman Base,2016,10431.0,Gasoline,2.7,6.0,Automatic,Red,Black,None reported,Yes
INFINITI,FX50 Base,2009,190120.0,Gasoline,5.0,8.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Ford,F-150 XLT,2020,92000.0,Gasoline,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Chevrolet,Camaro 2LT,2017,24000.0,Gasoline,3.6,6.0,Manual,Yellow,Black,None reported,Yes
RAM,1500 Big Horn,2020,25396.0,Gasoline,5.7,8.0,Automatic,Other,Black,None reported,Yes
Chevrolet,Silverado 2500 H/D,2001,167000.0,Gasoline,6.0,8.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
RAM,1500 Laramie,2022,18645.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Yes
Porsche,911 Turbo,2018,28470.0,Gasoline,3.8,6.0,Other,White,Black,At least 1 accident or damage reported,Yes
Ford,Mustang V6,2016,54000.0,Gasoline,3.7,6.0,Automatic,White,Black,None reported,Yes
Hyundai,Accent GL,2003,83000.0,Gasoline,1.6,4.0,Manual,Blue,Gray,None reported,Yes
Audi,Q5 S line Premium Plus,2022,10071.0,Hybrid,2.0,6.0,Automatic,Black,Black,None reported,Unknown
Ford,F-150 XLT,2021,43329.0,Gasoline,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Lexus,RC F Base,2015,51400.0,Gasoline,5.0,8.0,Automatic,Silver,Gray,None reported,Yes
Chevrolet,Suburban 1500 LT,2015,153800.0,E85 Flex Fuel,5.3,8.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Land,Rover Range Rover Sport SVR Carbon Edition,2022,9000.0,Gasoline,5.0,8.0,Automatic,Green,Gray,None reported,Yes
Dodge,Viper SRT-10,2003,10800.0,Gasoline,8.3,10.0,Manual,Silver,Black,None reported,Yes
RAM,1500 Laramie,2020,10458.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
BMW,328 i,2014,84709.0,Gasoline,2.0,4.0,Automatic,Silver,Gray,None reported,Yes
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,33500.0,Gasoline,3.0,6.0,Automatic,Red,Black,None reported,Yes
BMW,M4 Base,2015,98000.0,Gasoline,3.0,6.0,Other,Black,Orange,None reported,Yes
BMW,750 i,2008,94653.0,Gasoline,4.8,8.0,Automatic,Green,Green,At least 1 accident or damage reported,Yes
Ford,Expedition Limited,2023,9281.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Traverse Premier,2023,11806.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
Mercedes-Benz,E-Class D 2.5 Turbo,1993,70015.0,–,3.5,6.0,Automatic,Gray,Gray,None reported,Yes
Cadillac,Escalade Platinum,2020,48613.0,Gasoline,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
RAM,3500 Tradesman,2023,2990.0,Diesel,6.7,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Audi,TT 1.8L,2005,124747.0,Gasoline,1.8,4.0,Other,Silver,Black,None reported,Yes
RAM,1500 Big Horn,2021,24000.0,Hybrid,5.7,8.0,Automatic,Silver,Black,None reported,Yes
Mazda,CX-7 Sport,2009,113000.0,Gasoline,2.3,4.0,Automatic,Gray,Black,None reported,Yes
INFINITI,QX60 Base,2017,89106.0,Gasoline,3.5,6.0,Other,White,Beige,None reported,Yes
Ford,F-250 Platinum,2017,22000.0,E85 Flex Fuel,6.2,8.0,Automatic,Beige,Black,At least 1 accident or damage reported,Yes
Jeep,Compass Limited,2022,20472.0,Gasoline,2.4,4.0,Automatic,Red,Black,None reported,Unknown
INFINITI,QX80 SENSORY,2023,8600.0,Gasoline,5.6,8.0,Automatic,Black,Brown,Unknown,Unknown
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753.0,Gasoline,5.3,8.0,Automatic,White,Black,None reported,Yes
Hyundai,Genesis Coupe 2.0T,2010,65000.0,Gasoline,2.0,4.0,Automatic,Gray,Black,Unknown,Unknown
Chevrolet,Camaro 1SS,2021,15000.0,Gasoline,6.2,8.0,Manual,Blue,Gray,None reported,Yes
Chevrolet,Tahoe Base,1997,229000.0,Diesel,6.5,8.0,Automatic,Green,Beige,At least 1 accident or damage reported,Yes
Audi,A6 3.0 TDI Premium Plus,2014,42400.0,Diesel,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Land,Rover Defender S,2023,15840.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Porsche,Cayenne S,2016,76200.0,Gasoline,3.6,6.0,Other,Gray,Beige,None reported,Yes
Chevrolet,Suburban Premier,2019,105667.0,Gasoline,5.3,8.0,Automatic,Black,Beige,None reported,Yes
Chevrolet,Suburban Premier,2019,51338.0,Gasoline,5.3,8.0,Automatic,White,Black,None reported,Yes
Dodge,Dart SE,2016,76857.0,Gasoline,2.0,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
Ford,F-250 Lariat,2019,80200.0,E85 Flex Fuel,6.2,8.0,Automatic,White,Black,None reported,Yes
Toyota,Sequoia SR5,2002,244200.0,Gasoline,4.7,8.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Ford,Mustang GT,2014,38560.0,Gasoline,5.0,8.0,Manual,Black,Black,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Stingray w/2LT,2020,12500.0,Gasoline,6.2,8.0,Other,Yellow,Black,None reported,Yes
Hyundai,Genesis Coupe 3.8 Base,2016,45303.0,Gasoline,3.8,6.0,Automatic,White,Black,None reported,Yes
Ford,Focus ST Base,2014,110000.0,Gasoline,2.0,4.0,Manual,Silver,Gray,None reported,Yes
Cadillac,CTS Luxury,2011,66200.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Subaru,Baja Base,2003,71000.0,Gasoline,2.5,4.0,Manual,Red,Black,None reported,Yes
Toyota,Highlander XLE,2019,81301.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Corvette Stingray Z51,2019,7033.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Dodge,Durango SRT,2020,36000.0,Gasoline,6.4,8.0,Automatic,Gray,Red,None reported,Yes
Acura,TSX 2.4,2010,116000.0,Gasoline,2.4,4.0,Manual,Silver,Black,At least 1 accident or damage reported,Yes
Chevrolet,Camaro 2SS,2018,42780.0,Gasoline,6.2,8.0,Other,Black,Black,At least 1 accident or damage reported,Yes
BMW,640 Gran Coupe i,2014,39886.0,Gasoline,3.0,6.0,Other,Black,Red,At least 1 accident or damage reported,Yes
Audi,S5 3.0T Premium Plus,2014,151400.0,Gasoline,3.0,6.0,Other,Gray,Black,None reported,Yes
Alfa,Romeo Giulia Base,2017,48000.0,Gasoline,2.0,4.0,Automatic,Red,Black,None reported,Yes
Toyota,Highlander XLE,2023,8727.0,Gasoline,2.4,4.0,Automatic,White,Black,None reported,Unknown
Rolls-Royce,Ghost Base,2011,79000.0,Gasoline,6.6,12.0,Automatic,Black,White,At least 1 accident or damage reported,Yes
Dodge,Challenger R/T,2020,54000.0,Gasoline,5.7,8.0,Automatic,Gray,Black,None reported,Yes
Porsche,Cayenne Base,2016,110000.0,Gasoline,3.6,6.0,Automatic,White,White,At least 1 accident or damage reported,Yes
Chevrolet,Bolt EV LT,2020,49688.0,Unknown,3.5,6.0,Automatic,Blue,Gray,None reported,Yes
Mercedes-Benz,Metris Base,2020,14000.0,Gasoline,2.0,4.0,Automatic,Black,Beige,None reported,Yes
Dodge,Charger SRT Hellcat Widebody,2023,5000.0,Gasoline,6.2,8.0,Other,Gray,Black,None reported,Yes
Chevrolet,Silverado 1500 ZR2,2022,11597.0,Gasoline,6.2,8.0,Automatic,Silver,Black,None reported,Unknown
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101.0,Gasoline,5.5,8.0,Automatic,Gray,Red,At least 1 accident or damage reported,Yes
Chevrolet,Silverado 1500 LT,2017,58816.0,Gasoline,5.3,8.0,Automatic,Black,Black,None reported,Unknown
Lexus,RC 350 Base,2016,77856.0,Gasoline,3.5,6.0,Automatic,Silver,Black,None reported,Yes
Lamborghini,Urus Base,2021,20069.0,Gasoline,4.0,8.0,Automatic,Other,Other,None reported,Unknown
GMC,Acadia SLE-1,2015,115282.0,Gasoline,3.6,6.0,Automatic,Red,Black,At least 1 accident or damage reported,Yes
Porsche,911 GT3,2016,30700.0,Gasoline,3.8,6.0,Automatic,White,Black,None reported,Yes
MINI,Cooper Base,2003,103726.0,Gasoline,1.6,4.0,Manual,Red,Gray,At least 1 accident or damage reported,Yes
Mazda,MX-5 Miata Sport,2008,39800.0,Gasoline,2.0,4.0,Other,Blue,Black,None reported,Yes
Toyota,4Runner TRD Off Road,2019,79500.0,Gasoline,4.0,6.0,Automatic,White,Black,None reported,Yes
Toyota,Highlander Limited,2008,165520.0,Gasoline,3.5,6.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
BMW,650 Gran Coupe i,2014,92000.0,Gasoline,4.4,8.0,Other,Black,Black,At least 1 accident or damage reported,Yes
Hyundai,Palisade Calligraphy,2023,1500.0,Gasoline,3.8,6.0,Other,Green,Black,None reported,Yes
Pontiac,Solstice GXP,2008,38100.0,Gasoline,2.0,4.0,Manual,Orange,Black,None reported,Yes
Land,Rover Range Rover Evoque SE Premium,2018,42125.0,Gasoline,2.0,4.0,Other,White,Black,None reported,Yes
Porsche,Cayenne Diesel,2014,86818.0,Diesel,3.0,6.0,Other,Silver,Black,None reported,Yes
BMW,M3 Competition xDrive,2023,3490.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Toyota,Avalon Limited,2008,111300.0,Gasoline,3.5,6.0,Other,Beige,Beige,None reported,Yes
BMW,M3 Base,2011,98200.0,Gasoline,4.0,8.0,Automatic,White,Black,None reported,Yes
Porsche,Panamera Base,2018,42500.0,Gasoline,3.0,6.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Jeep,Wrangler Sport,2001,171000.0,Gasoline,4.0,6.0,Manual,White,Black,At least 1 accident or damage reported,Yes
Honda,Passport TrailSport,2023,11649.0,Gasoline,3.5,6.0,Automatic,Black,Black,Unknown,Unknown
Mercedes-Benz,SL-Class SL 550,2013,24933.0,Gasoline,4.6,8.0,Other,Silver,Red,At least 1 accident or damage reported,Yes
Audi,RS 4 Base,2007,99769.0,Gasoline,4.2,8.0,Manual,Gray,White,None reported,Yes
Toyota,Avalon Limited,2022,16156.0,Gasoline,3.5,6.0,Automatic,Blue,Gray,None reported,Unknown
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250.0,Gasoline,3.5,6.0,Automatic,White,Beige,None reported,Yes
GMC,Yukon Denali,2021,30022.0,Gasoline,6.2,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Porsche,Panamera 4S,2017,42596.0,Gasoline,2.9,6.0,Other,Black,Black,None reported,Yes
Ford,Explorer XLT,2021,33705.0,Gasoline,2.3,4.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300.0,Gasoline,3.0,6.0,Automatic,White,Brown,None reported,Yes
Acura,TLX Type S w/Performance Tire,2023,4700.0,Gasoline,3.0,6.0,Automatic,Red,Black,None reported,Yes
Toyota,Tacoma Base,2020,27256.0,Gasoline,3.5,6.0,Other,Black,Black,None reported,Unknown
Hummer,H3 Base,2010,107481.0,Gasoline,3.7,5.0,Automatic,White,Black,None reported,Yes
Tesla,Model 3 Long Range,2018,61700.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Yes
Volvo,850 Turbo,1995,94000.0,–,3.5,6.0,Automatic,White,Black,None reported,Yes
Jeep,Wrangler Unlimited Sahara,2017,128000.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
Chevrolet,Camaro 2SS,2018,26000.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Audi,S6 4.0T,2015,74000.0,Gasoline,4.0,8.0,Automatic,Blue,Gray,None reported,Yes
Audi,TT RS Base,2012,54900.0,Gasoline,2.5,5.0,Manual,White,Brown,Unknown,Unknown
INFINITI,QX56 Base,2012,141775.0,Gasoline,5.6,8.0,Other,White,Beige,None reported,Yes
Volkswagen,New Beetle GLS,2001,63250.0,Gasoline,2.0,4.0,Automatic,Yellow,Yellow,None reported,Yes
Audi,Q5 S line Premium Plus,2022,13895.0,Hybrid,2.0,6.0,Automatic,Gray,Black,None reported,Unknown
Lamborghini,Aventador LP750-4 Superveloce,2017,10654.0,Gasoline,6.5,6.0,Automatic,White,Other,None reported,Unknown
Ford,F-250 XL,2014,35900.0,E85 Flex Fuel,6.2,8.0,Other,Blue,Gray,At least 1 accident or damage reported,Yes
GMC,Yukon XL Denali,2022,48306.0,Gasoline,6.2,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Audi,A4 2.0T Premium,2012,125000.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Dodge,Challenger SRT 392,2016,37700.0,–,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Tesla,Model S P100D,2017,103000.0,Unknown,3.5,6.0,Automatic,Black,White,None reported,Yes
Mazda,CX-30 Premium Package,2021,45303.0,Gasoline,2.5,4.0,Automatic,White,White,None reported,Unknown
Lexus,ES 350 Base,2016,53900.0,Gasoline,3.5,6.0,Automatic,Red,Beige,None reported,Yes
Jeep,Wrangler Sahara,2008,54000.0,Gasoline,3.8,6.0,Automatic,Green,Gray,None reported,Yes
Chevrolet,Avalanche 1500 LTZ,2007,129000.0,Gasoline,6.0,8.0,Automatic,White,Beige,None reported,Yes
Jeep,Grand Cherokee L Laredo,2022,10232.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Acura,MDX w/Advance Package,2023,3708.0,Gasoline,3.5,6.0,Automatic,White,Other,None reported,Unknown
Nissan,Pathfinder SL,2018,167000.0,Gasoline,3.5,6.0,Automatic,Black,Beige,Unknown,Unknown
Tesla,Model X Long Range,2019,37000.0,Unknown,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Subaru,Impreza Premium,2022,10419.0,Gasoline,3.5,6.0,Other,White,Black,At least 1 accident or damage reported,Unknown
Audi,A8 4.0T,2014,96238.0,Gasoline,4.0,8.0,Other,Black,Black,At least 1 accident or damage reported,Yes
Subaru,Ascent Limited 7-Passenger,2022,12700.0,Gasoline,2.4,4.0,CVT,White,Beige,None reported,Yes
Chevrolet,Avalanche 1500 LT,2007,244000.0,E85 Flex Fuel,5.3,8.0,Automatic,Gray,Gray,None reported,Yes
Porsche,Cayenne S,2015,124000.0,Gasoline,3.6,6.0,Automatic,White,Beige,None reported,Yes
BMW,335 i,2009,123000.0,Gasoline,3.0,6.0,Automatic,Purple,Black,None reported,Yes
GMC,Sierra 1500 Limited Elevation,2022,24900.0,Gasoline,2.7,4.0,Automatic,Black,Black,None reported,Yes
Ford,Explorer Sport,2016,95500.0,Gasoline,3.5,6.0,Other,Black,Black,None reported,Yes
Cadillac,Escalade ESV Sport,2021,4283.0,Gasoline,6.2,8.0,Automatic,Black,Other,None reported,Yes
